Hypertensive disease;22596;11766940;[123];4;['PUBMED|12122940', 'PUBMED|19882941', 'PUBMED|1809519', 'PUBMED|9051331']
Gilles de la Tourette syndrome;44060;11766940;[126];1;['PUBMED|3547548']
Potentials, Event-Related;315856;11766940;[108];2;['PUBMED|10430426', 'PUBMED|15745620']
CADASIL Syndrome;1019908;11766940;[123];7;['PUBMED|11100036', 'PUBMED|20876488', 'PUBMED|20329594', 'PUBMED|9596023', 'PUBMED|22367627', 'PUBMED|21038489', 'PUBMED|21409506']
cyclic vomiting syndrome associated with intractable migraine and status migrainosus;3686910;575;[123];1;['UMLS2012AA|MRREL']
Aldosterone;3092;11766928;[294, 318, 330];1;['PUBMED|7287422']
Entire ear;698198;411;[60];2;['PUBMED|22282739', 'PUBMED|19358499']
Menstruation;27680;471;[102];6;['PUBMED|9071268', 'PUBMED|19220498', 'PUBMED|11766775', 'PUBMED|10437224', 'PUBMED|20186561', 'PUBMED|18710077']
HFE gene;2011304;530;[72];1;['PUBMED|16178952']
Prednisone;35838;483;[294, 318, 330];1;['PUBMED|3957659']
Serotonin;40026;471;[291, 327];1;['PUBMED|11579658']
Methylenetetrahydrofolate reductase (NADPH);83490;11766928;[306, 333];1;['PUBMED|15893594']
Ischemic stroke;1299850;11766940;[123];2;['PUBMED|19863465', 'PUBMED|15595247']
Embolism, Paradoxical;257114;455;[123];2;['PUBMED|11972587', 'PUBMED|11171291']
Endocrine function;909666;471;[99];1;['PUBMED|16643554']
Argipressin;5026;483;[306, 318, 330];1;['PUBMED|2718666']
CD4 gene;1928602;530;[72];1;['PUBMED|1388094']
Migraine with Acute Onset Aura;1020450;1141;[123];1;['UMLS2012AA|MRREL']
pituitary adenylate cyclase activating polypeptide;91268;11766870;[306, 324];1;['PUBMED|15960987']
Dementia;656986;11766940;[126];1;['PUBMED|20828765']
Neuropeptides;30232;530;[306, 327];4;['PUBMED|8839612', 'PUBMED|7828188', 'PUBMED|1690601', 'PUBMED|16412148']
Chronic mixed headache syndrome;698622;577;[123];1;['UMLS2012AA|MRREL']
Acute anterior uveitis;942192;11766940;[123];1;['PUBMED|6984275']
Retinal Diseases;38474;11766940;[123];2;['PUBMED|1821204', 'PUBMED|11438888']
Insulin;23742;530;[306, 318, 330];2;['PUBMED|20851729', 'PUBMED|65562']
nociceptin;457718;451;[306, 375];1;['PUBMED|15773823']
Hereditary Diseases;21278;11766940;[123];4;['PUBMED|16796821', 'PUBMED|18826806', 'PUBMED|18207319', 'PUBMED|16193256']
Emotional distress;939894;11766940;[126];1;['PUBMED|16362712']
Menopause;27664;11766938;[99];1;['PUBMED|12864755']
salmon calcitonin;95826;483;[306, 318, 330];1;['PUBMED|2560408']
Ischemic stroke;1299850;11766870;[123];4;['PUBMED|2760669', 'PUBMED|19415447', 'PUBMED|19470970', 'PUBMED|20496281']
Spinal Diseases;41374;11766940;[123];1;['PUBMED|17296914']
Monoamine Oxidase;28760;455;[306, 333];2;['PUBMED|852472', 'PUBMED|318025']
retinal migraine headache with intractable migraine;3686642;575;[123];1;['UMLS2012AA|MRREL']
Melatonin;27544;483;[291, 318, 327, 330];6;['PUBMED|18090123', 'PUBMED|11578254', 'PUBMED|16696576', 'PUBMED|11723194', 'PUBMED|2714976', 'PUBMED|16298494']
Vascular Headaches;45874;1418;[123];1;['UMLS2012AA|MRREL']
Antibodies, Anticardiolipin;159510;530;[306, 339];1;['PUBMED|1860129']
sensory cortex;820518;411;[60];1;['PUBMED|9549502']
oculomotor;1197660;428;[108];4;['PUBMED|12352586', 'PUBMED|14504598', 'PUBMED|3654199', 'PUBMED|22174363']
Chromosomes, Human, Pair 19;10160;411;[69];1;['PUBMED|12849426']
Abuse;1921524;455;[126];1;['PUBMED|8664427']
Somatostatin;41050;530;[306, 318, 330];2;['PUBMED|15455406', 'PUBMED|2888182']
Refractory migraine variants;2658900;575;[123];1;['UMLS2012AA|MRREL']
Melatonin;27544;530;[291, 318, 327, 330];7;['PUBMED|11858532', 'PUBMED|15910564', 'PUBMED|3671492', 'PUBMED|21255910', 'PUBMED|7954739', 'PUBMED|3572435', 'PUBMED|6518501']
Pituitary Adenylate Cyclase Activating Polypeptide 38;1896914;455;[306, 324];3;['PUBMED|20173638', 'PUBMED|21122466', 'PUBMED|19052139']
Fructose;18616;483;[309, 318];1;['PUBMED|20707765']
Superoxide Dismutase;42358;483;[306, 318, 333];2;['PUBMED|8752392', 'PUBMED|14687011']
Sleep Apnea Syndromes;40626;11766940;[123];2;['PUBMED|12716345', 'PUBMED|6713522']
neuropeptide Y;30228;530;[306, 327];2;['PUBMED|10675658', 'PUBMED|8132438']
Nonesterified Fatty Acids;17468;530;[312];5;['PUBMED|10839648', 'PUBMED|65562', 'PUBMED|725245', 'PUBMED|4792166', 'PUBMED|1270245']
familial hemiplegic migraine headache with status migrainosus;3688032;577;[123];1;['UMLS2012AA|MRREL']
Oxidoreductase;32600;11766870;[306, 333];1;['PUBMED|12654508']
Crohn Disease;12016;455;[123];1;['PUBMED|1858387']
Monoamine Oxidase;28760;530;[306, 333];2;['PUBMED|6733780', 'PUBMED|3921257']
beta 2-Glycoprotein I;62380;11766912;[306, 339];1;['PUBMED|16960938']
Depressive disorder;13256;471;[126];1;['PUBMED|17578537']
Hereditary disorder of nervous system;1840596;577;[123];1;['UMLS2012AA|MRREL']
CA2 gene;2060522;471;[72];1;['PUBMED|11357959']
Asthma;5372;475;[123];1;['PUBMED|4003223']
Vascular disorder of intestine;482234;577;[123];1;['UMLS2012AA|MRREL']
Baclofen;5834;483;[306, 318];1;['PUBMED|11252142']
Growth Hormone;41054;483;[306, 318, 330];2;['PUBMED|8313454', 'PUBMED|1525801']
chronic common migraine without aura;3686564;577;[123];1;['UMLS2012AA|MRREL']
olcegepant;2269892;471;[291];1;['PUBMED|21383046']
Muscular headache;469180;11766940;[123];2;['PUBMED|2520383', 'PUBMED|670111']
Neuronal Hyperexcitability;1096398;471;[108];1;['PUBMED|17850538']
Glutamate;227832;11766928;[306, 324];2;['PUBMED|1683816', 'PUBMED|20470841']
Chronic pain;141572;455;[123];1;['PUBMED|20816264']
Monoamine Oxidase;28760;530;[306, 333];5;['PUBMED|80603', 'PUBMED|6733780', 'PUBMED|318025', 'PUBMED|7055008', 'PUBMED|2371857']
Hereditary hemorrhagic telangiectasia;42950;467;[123];1;['UMLS2012AA|MRREL']
Fibromyalgia;17822;475;[123];1;['PUBMED|21847547']
aspartic acid receptor;61038;530;[306, 375];1;['PUBMED|8835616']
Nociception;251562;471;[108];2;['PUBMED|16927962', 'PUBMED|22005686']
familial hemiplegic migraine headache;3688026;575;[123];1;['UMLS2012AA|MRREL']
Gastroparesis;143572;11766940;[123];2;['PUBMED|16412152', 'PUBMED|15922814']
Tyramine;45106;530;[291, 318, 327];2;['PUBMED|171561', 'PUBMED|1084500']
S100A12 protein, human;463860;455;[306, 324];1;['PUBMED|15983761']
Foramen Ovale, Patent;18358;475;[48, 123];1;['PUBMED|19331783']
Nociception;251562;530;[108];6;['PUBMED|22422891', 'PUBMED|17428300', 'PUBMED|8374941', 'PUBMED|8242727', 'PUBMED|8374940', 'PUBMED|1784500']
sporadic hemiplegic migraine headache with intractable migraine;3687728;575;[123];1;['UMLS2012AA|MRREL']
Respiration Disorders;38360;11766940;[123];1;['PUBMED|18644038']
Renal impairment;402824;455;[123];1;['PUBMED|9391792']
Progesterone;36234;530;[294, 318, 330];1;['PUBMED|1167631']
N,N-dimethylarginine;85154;530;[306, 318];1;['PUBMED|19282179']
Norepinephrine;30656;530;[291, 318, 327];2;['PUBMED|8817538', 'PUBMED|16776698']
OSLER-RENDU-WEBER SYNDROME 2;2677056;469;[123];1;['UMLS2012AA|MRREL']
Amphetamine;3774;530;[291, 318, 327];2;['PUBMED|21112983', 'PUBMED|10505242']
Migrainous infarction;1554132;11766940;[123];1;['PUBMED|15447701']
Episodic Cluster Headache;469186;575;[123];5;['PUBMED|22422891', 'PUBMED|21123629', 'PUBMED|17442761', 'PUBMED|15012663', 'PUBMED|3104492']
Endothelin;103850;451;[306, 324];1;['PUBMED|8964810']
Metabolic Detoxication, Drug;27822;530;[102];1;['PUBMED|14984232']
Comatose;10998;455;[123];1;['PUBMED|18380388']
Nitric Oxide;30456;530;[318, 324, 387];1;['PUBMED|10961765']
Drug usage;264148;11766940;[126];1;['PUBMED|22345630']
Chenodeoxycholic Acid;9458;459;[294, 318, 324];1;['PUBMED|7012791']
Ischemic stroke;1299850;11766940;[123];8;['PUBMED|19289229', 'PUBMED|19689610', 'PUBMED|16950197', 'PUBMED|21894606', 'PUBMED|20425238', 'PUBMED|11139748', 'PUBMED|17690308', 'PUBMED|10997773']
Argipressin;5026;455;[306, 318, 330];1;['PUBMED|3359485']
Vascular Headaches;45874;575;[123];1;['PUBMED|8286321']
Menarche;27612;530;[102];3;['PUBMED|18990752', 'PUBMED|11072647', 'PUBMED|22367631']
Hemoglobinopathies;21042;471;[123];1;['PUBMED|6714275']
Adrenal Cortex Hormones;2678;483;[294, 318, 330];1;['PUBMED|15745623']
Lung;26408;411;[60];1;['PUBMED|911148']
Prostaglandins;36454;530;[297, 318, 324];8;['PUBMED|1167642', 'PUBMED|6347393', 'PUBMED|7816789', 'PUBMED|4016946', 'PUBMED|17678972', 'PUBMED|3024845', 'PUBMED|89390', 'PUBMED|7816790']
common migraine without aura with intractable migraine and status migrainosus;3686652;577;[123];1;['UMLS2012AA|MRREL']
Diplegia;228214;471;[123];1;['PUBMED|9152694']
Autosomal dominant hereditary disorder;287560;577;[123];1;['UMLS2012AA|MRREL']
HLA Antigens;21760;530;[306, 339];2;['PUBMED|447525', 'PUBMED|669946']
Omega-3 Fatty Acids;17470;459;[312, 318, 324];1;['PUBMED|11737007']
transduction;1621766;530;[102];1;['PUBMED|2844694']
Epilepsy;16200;11766940;[123];5;['PUBMED|11359360', 'PUBMED|15244112', 'PUBMED|16374824', 'PUBMED|12373660', 'PUBMED|10933990']
sporadic hemiplegic migraine headache;3687726;577;[123];1;['UMLS2012AA|MRREL']
tyrosyl-arginyl-phenylalanyl-sarcosine;108538;530;[306, 318];1;['PUBMED|22267492']
Complex Partial Status Epilepticus;469176;11766940;[123];1;['PUBMED|18181032']
botulinum toxin type B;7342;483;[306, 318, 339];1;['PUBMED|12374073']
Drug abuse;14608;11766940;[126];1;['PUBMED|20813779']
Panic Disorder;32904;471;[126];1;['PUBMED|12967601']
Episodic Cluster Headache;469186;577;[123];1;['UMLS2012AA|MRREL']
Food Allergy;18278;471;[123];1;['PUBMED|3555176']
cyclooxygenase 2;462560;530;[306, 333];1;['PUBMED|17678972']
glutathione S-transferase M1;1030178;11766882;[306, 333];1;['PUBMED|10759887']
Cerebral Embolism;9172;11766940;[123];2;['PUBMED|10331688', 'PUBMED|10599818']
Aspartame;5268;471;[306, 318];1;['PUBMED|3277925']
dopamine D5 receptor;123838;455;[306, 375];1;['PUBMED|12047334']
Oxidoreductase;32600;455;[306, 333];2;['PUBMED|18957721', 'PUBMED|22193458']
Cerebral dysfunction syndrome;282676;455;[123];2;['PUBMED|9139407', 'PUBMED|11682164']
Pure Autonomic Failure;469484;11766940;[123];1;['PUBMED|14979884']
Anti-diuresis (finding);249226;11766940;[123];1;['PUBMED|1790568']
TNF gene;1094878;11766870;[72];1;['PUBMED|19253056']
Absence Epilepsy;16210;11766940;[123];1;['PUBMED|1790574']
Dysphasia;1343378;467;[126];1;['UMLS2012AA|MRREL']
Receptor Gene;1933928;530;[72];1;['PUBMED|18455362']
Headache Disorders;469178;11766940;[123];4;['PUBMED|18973737', 'PUBMED|15891415', 'PUBMED|8036881', 'PUBMED|18457540']
Receptors, Histamine H3;77762;530;[306, 375];1;['PUBMED|21376262']
Acute disease of cardiovascular system;1850434;577;[123];1;['UMLS2012AA|MRREL']
ADRBK1 gene;1992150;530;[72];6;['PUBMED|8448787', 'PUBMED|12636223', 'PUBMED|18184290', 'PUBMED|12804664', 'PUBMED|11673331', 'PUBMED|11304022']
Gelatinase B;162282;11766912;[306, 333];1;['PUBMED|19627981']
Vertiginous syndrome;297964;11766940;[123];1;['PUBMED|11796946']
Ergot Alkaloids;16350;530;[291, 318, 324];6;['PUBMED|9601617', 'PUBMED|1329294', 'PUBMED|10598799', 'PUBMED|1660351', 'PUBMED|6373100', 'PUBMED|19695648']
Menopause;27664;471;[99];1;['PUBMED|16953983']
Cervical discopathy;1301070;11766940;[123];1;['PUBMED|714220']
Ion Transport;159488;471;[111];1;['PUBMED|18676988']
secondary chronic cluster headache;3095274;575;[123];1;['UMLS2012AA|MRREL']
Dehydroepiandrosterone Sulfate;68872;483;[294, 318, 324];1;['PUBMED|16575505']
Hypos;1175376;11766940;[123];1;['PUBMED|15265055']
Posterior fossa;1560128;411;[60];1;['PUBMED|3736895']
Postural Orthostatic Tachycardia Syndrome;1868404;11766940;[123];1;['PUBMED|18392420']
classic migraine with acute-onset aura with intractable migraine and status migrainosus;3686584;530;[123];1;['UMLS2012AA|MRREL']
Vascular Headaches;45874;575;[123];1;['PUBMED|673552']
Entire vestibule;1909430;411;[60];19;['PUBMED|12453045', 'PUBMED|20641078', 'PUBMED|21520135', 'PUBMED|9065628', 'PUBMED|12712619', 'PUBMED|20692105', 'PUBMED|21142898', 'PUBMED|15021772', 'PUBMED|21799457', 'PUBMED|12846220', 'PUBMED|21649658', 'PUBMED|19583869', 'PUBMED|22037955', 'PUBMED|21694818', 'PUBMED|19252785', 'PUBMED|22259049', 'PUBMED|22113702', 'PUBMED|21704423', 'PUBMED|16614028']
Episodic Cluster Headache;469186;11766940;[123];2;['PUBMED|19779957', 'PUBMED|6616610']
Vitamin B Complex;46354;436;[291, 318, 336];1;['PUBMED|15421904']
Cervicogenic Headache;586828;455;[123];1;['PUBMED|21465114']
Chronic Paroxysmal Hemicrania;469192;575;[123];6;['PUBMED|12027784', 'PUBMED|8751191', 'PUBMED|72800', 'PUBMED|10981295', 'PUBMED|14991339', 'PUBMED|12603650']
Saccades;39198;428;[108];1;['PUBMED|16686904']
retinal migraine headache with intractable migraine and status migrainosus;3686644;577;[123];1;['UMLS2012AA|MRREL']
biochemical mechanism;909220;530;[114];1;['PUBMED|9008505']
classic migraine with prolonged aura with intractable migraine and status migrainosus;3686596;530;[123];1;['UMLS2012AA|MRREL']
Zinc;47058;483;[318, 324, 384];1;['PUBMED|17724283']
Endometriosis, site unspecified;15792;11766940;[123];1;['PUBMED|16618258']
N,N-dimethylarginine;85154;483;[306, 318];3;['PUBMED|19282179', 'PUBMED|21344297', 'PUBMED|21359872']
Prolactin;36278;455;[306, 318, 330];2;['PUBMED|7585926', 'PUBMED|8313453']
Dopamine Receptor;37872;530;[306, 375];1;['PUBMED|10817442']
Silent migraine;5213692;1142;[123];1;['UMLS2012AA|MRREL']
Catecholamines;8756;530;[291, 318, 327];2;['PUBMED|1661520', 'PUBMED|2706673']
Receptor, Endothelin A;226518;11766870;[306, 375];1;['PUBMED|16618267']
Acetylcholine;2096;483;[291, 318, 327];1;['PUBMED|19528518']
High Density Lipoprotein Cholesterol;26120;530;[312, 324];1;['PUBMED|17986270']
CREST Syndrome;220072;11766940;[123];1;['PUBMED|20130953']
Cells;8996;411;[66];1;['PUBMED|12235360']
Pain Disorder;466512;575;[126];6;['PUBMED|20055254', 'PUBMED|11579658', 'PUBMED|16139660', 'PUBMED|16404629', 'PUBMED|16539864', 'PUBMED|18545901']
TEMPORAL PAIN;1016114;11766940;[123];1;['PUBMED|19262591']
Impaired insight;250888;11766940;[126];1;['PUBMED|16649093']
Cardiovascular Diseases;8550;11766940;[123];6;['PUBMED|19289229', 'PUBMED|20147658', 'PUBMED|19221299', 'PUBMED|17460157', 'PUBMED|17495626', 'PUBMED|21122149']
Sodium Chloride;40862;11766912;[318, 324, 387];1;['PUBMED|18794393']
Interleukin-10;109156;530;[306, 339];1;['PUBMED|19175774']
Visual impairment;46302;11766940;[123];1;['PUBMED|19039477']
transformed common migraine without aura with intractable migraine;3688860;575;[123];1;['UMLS2012AA|MRREL']
Blood Coagulation Disorders;7016;11766940;[123];2;['PUBMED|15549520', 'PUBMED|18279428']
Multiple Sclerosis;29086;11766940;[123];5;['PUBMED|19138330', 'PUBMED|21809259', 'PUBMED|17531846', 'PUBMED|17265016', 'PUBMED|20848239']
Tryptophan 5-monooxygenase;44850;530;[306, 333];2;['PUBMED|17194593', 'PUBMED|16200390']
Anxiety Disorders;4726;11766940;[126];7;['PUBMED|17034402', 'PUBMED|14714121', 'PUBMED|12811611', 'PUBMED|18802664', 'PUBMED|12603289', 'PUBMED|17060541', 'PUBMED|12858133']
Vestibular Diseases;46088;11766940;[123];2;['PUBMED|12765917', 'PUBMED|9078929']
CNS disorder;9052;11766940;[123];1;['PUBMED|11200787']
Vasodilation;45908;467;[99];2;['PUBMED|19499287', 'PUBMED|2701287']
Infarction, Posterior Cerebral Artery;1020868;455;[123];1;['PUBMED|9352455']
Hemiparesis;20972;11766940;[123];2;['PUBMED|21183743', 'PUBMED|12539047']
Sleep;40624;530;[102];3;['PUBMED|4344333', 'PUBMED|16776702', 'PUBMED|19210514']
Cholelithiasis;9828;11766910;[123];1;['PUBMED|535706']
ATP1A2 gene;2059950;530;[72];2;['PUBMED|18184292', 'PUBMED|15308625']
Dissociative Hysteria;22802;11766940;[126];1;['PUBMED|17172577']
Heart;20696;411;[60];1;['PUBMED|16733978']
Embolism, Paradoxical;257114;471;[123];1;['PUBMED|15708692']
Hemiparesis;20972;467;[123];1;['UMLS2012AA|MRREL']
Carrier Proteins;8638;530;[306, 324];1;['PUBMED|16732845']
Catecholamines;8756;455;[291, 318, 327];1;['PUBMED|11597779']
Hydroxocobalamin;22384;530;[291, 318, 336];1;['PUBMED|12230592']
Cranial third nerve paresis;2112668;463;[123];1;['PUBMED|14738955']
Confusion;11338;11766940;[126];1;['PUBMED|4016919']
Glutamate;227832;530;[306, 324];6;['PUBMED|17578532', 'PUBMED|7641248', 'PUBMED|17691981', 'PUBMED|17611164', 'PUBMED|21448238', 'PUBMED|15315529']
serotonin metabolic process;1611210;530;[114];1;['PUBMED|6589980']
classic migraine with typical aura with intractable migraine and status migrainosus;3686604;530;[123];1;['UMLS2012AA|MRREL']
Allergy to eggs;749220;455;[123];1;['PUBMED|5272992']
SCN1A gene;2072094;530;[72];2;['PUBMED|17397047', 'PUBMED|21855646']
Thrombocytopenia;43544;11766940;[123];1;['PUBMED|3252686']
Tension;250330;455;[126];1;['PUBMED|3763532']
Blood Pressure;7056;530;[102];2;['PUBMED|21795649', 'PUBMED|14616934']
Structure of trigeminal nerve spinal tract nucleus;44612;411;[60];3;['PUBMED|11971092', 'PUBMED|15985101', 'PUBMED|21416489']
Chronic Daily Headache;1020892;11766870;[123];1;['PUBMED|12603636']
Cerebral dysfunction syndrome;282676;530;[123];1;['PUBMED|19415420']
"suppurative; meningitis";1186678;11766940;[123];1;['PUBMED|13195068']
Olfactory;553262;530;[102];2;['PUBMED|20490744', 'PUBMED|11128819']
cyclic vomiting syndrome associated with status migrainosus;3686914;577;[123];1;['UMLS2012AA|MRREL']
Stricture of artery;41920;11766940;[123];1;['PUBMED|3777740']
Vascular constriction (function);45902;467;[108];1;['PUBMED|12383066']
Foramen Ovale, Patent;18358;11766926;[48, 123];1;['PUBMED|20231534']
GTPase-Activating Proteins;76506;530;[306, 324];1;['PUBMED|1353815']
Episodic ataxia type 2 (disorder);2601354;469;[123];1;['UMLS2012AA|MRREL']
Biogenic Amines;6718;455;[291, 318, 327];1;['PUBMED|410625']
hemiplegic migraine headache with intractable migraine and status migrainosus;3688804;577;[123];1;['UMLS2012AA|MRREL']
Migrainous vertigo;473148;577;[123];1;['UMLS2012AA|MRREL']
Cortisone;11776;530;[294, 318, 330];1;['PUBMED|13113122']
Nociception;251562;455;[108];1;['PUBMED|12449565']
Stress, Psychological;41912;11766940;[126];1;['PUBMED|19925627']
monoamine;824282;471;[291];1;['PUBMED|9403357']
Lithium;26172;483;[318, 384];14;['PUBMED|6413073', 'PUBMED|1468903', 'PUBMED|21107766', 'PUBMED|3925445', 'PUBMED|7021473', 'PUBMED|10498239', 'PUBMED|1382046', 'PUBMED|6157794', 'PUBMED|8358779', 'PUBMED|470834', 'PUBMED|555666', 'PUBMED|845026', 'PUBMED|2259317', 'PUBMED|737393']
Adrenergic Receptor;37842;451;[306, 375];2;['PUBMED|18626630', 'PUBMED|9551698']
PHOSPHOGLYCERATE KINASE 1 DEFICIENCY;2922450;467;[123];1;['UMLS2012AA|MRREL']
Transient Ischemic Attack;9184;11766870;[123];1;['PUBMED|19925540']
Phospholipase C;34390;530;[306, 333];1;['PUBMED|20937607']
classic migraine with prolonged aura with status migrainosus;3686598;575;[123];1;['UMLS2012AA|MRREL']
Ischemic stroke;1299850;11766940;[123];1;['PUBMED|16109360']
Enkephalin, Methionine;15956;530;[306, 327];1;['PUBMED|2529227']
Dysautonomia;14822;455;[123];1;['PUBMED|7263225']
Tyramine;45106;471;[291, 318, 327];2;['PUBMED|15549560', 'PUBMED|4599015']
Monoamine Oxidase A;28762;455;[306, 333];1;['PUBMED|22193458']
Interleukin 2 Receptor;37912;530;[306, 339, 375];1;['PUBMED|1776533']
Carboxy-Lyases;8384;530;[306, 333];1;['PUBMED|16200390']
civamide;1029796;483;[312, 318];1;['PUBMED|11075845']
Cyclic GMP;20220;455;[300, 324];4;['PUBMED|18789357', 'PUBMED|12477710', 'PUBMED|17059437', 'PUBMED|16808996']
Vascular Headaches;45874;1417;[123];1;['UMLS2012AA|MRREL']
Foramen Ovale, Patent;18358;11766940;[48, 123];1;['PUBMED|20496281']
Cerebral Vasospasm;287116;455;[123];1;['PUBMED|8752389']
Arginine;5012;530;[306, 318, 324];2;['PUBMED|7828194', 'PUBMED|21198449']
CADASIL Syndrome;1019908;11766882;[123];1;['PUBMED|19018300']
Meninges;27624;411;[60];3;['PUBMED|16258903', 'PUBMED|8743744', 'PUBMED|19415422']
Epilepsy;16200;421;[123];1;['PUBMED|19694799']
retinal migraine headache with status migrainosus;3686646;577;[123];1;['UMLS2012AA|MRREL']
serotonin receptor;37940;530;[306, 375];1;['PUBMED|9225282']
Estrogens;16620;455;[294, 318, 330];1;['PUBMED|11200785']
Antiphospholipid Antibodies;159508;455;[306, 339];1;['PUBMED|16774621']
Epilepsy;16200;467;[123];1;['PUBMED|19882937']
Blood Pressure;7056;530;[102];2;['PUBMED|21883199', 'PUBMED|9237409']
Amines;3602;471;[291];1;['PUBMED|15549560']
Oxygen;32626;436;[318, 384];1;['PUBMED|17885769']
Reproduction;38286;530;[102];2;['PUBMED|8374941', 'PUBMED|8374940']
MIGRAINE, FAMILIAL HEMIPLEGIC, 1;2667608;467;[123];1;['UMLS2012AA|MRREL']
Chronic infectious disease;142674;11766940;[123];1;['PUBMED|19564786']
Oxidoreductase;32600;530;[306, 333];1;['PUBMED|22375693']
Hallucinations;20388;11766940;[126];6;['PUBMED|11820054', 'PUBMED|14829611', 'PUBMED|15649581', 'PUBMED|13085185', 'PUBMED|9676421', 'PUBMED|15357016']
Corticotropin;2728;483;[306, 318, 327, 330];2;['PUBMED|2560408', 'PUBMED|14374038']
Vascular disorder of intestine;482234;575;[123];1;['UMLS2012AA|MRREL']
Foramen Ovale, Patent;18358;11766870;[48, 123];1;['PUBMED|16392219']
Mitochondrial Encephalomyopathies;159642;475;[123];1;['PUBMED|1495812']
Entire diencephalon;1832178;411;[60];1;['PUBMED|2672665']
Baclofen;5834;483;[306, 318];1;['PUBMED|10448546']
sporadic hemiplegic migraine headache with intractable migraine;3687728;530;[123];1;['UMLS2012AA|MRREL']
Blood Pressure;7056;11766938;[102];1;['PUBMED|16601567']
COMT gene;1579838;11766912;[72];1;['PUBMED|16767536']
Cervical disc disorder;624064;455;[123];1;['PUBMED|18131684']
Diabetes Mellitus;13456;11766940;[123];1;['PUBMED|5995815']
Sensory Disorders;143582;455;[123];1;['PUBMED|20592202']
Birth;6848;530;[102];1;['PUBMED|17971641']
FAVOR;344170;455;[291, 318, 336];1;['PUBMED|15549537']
Cerebral Ischemia;1247566;11766870;[123];1;['PUBMED|19470970']
Calcium Channel;7958;530;[306, 324];4;['PUBMED|17212932', 'PUBMED|16866716', 'PUBMED|10817441', 'PUBMED|12023309']
Depressive disorder;13256;11766940;[126];8;['PUBMED|15636352', 'PUBMED|15186300', 'PUBMED|16289799', 'PUBMED|19126118', 'PUBMED|2393343', 'PUBMED|12603289', 'PUBMED|16362677', 'PUBMED|2521648']
Osmophobia;1795594;11766940;[126];3;['PUBMED|20974611', 'PUBMED|17681021', 'PUBMED|19642034']
Vascular structure of intestine;981922;976;[60];1;['UMLS2012AA|MRREL']
Cerebral Ischemia;1247566;455;[123];1;['PUBMED|16767530']
Marfan Syndrome;27050;11766940;[123];1;['PUBMED|16942549']
Essential Tremor;296786;471;[123];1;['PUBMED|2292698']
Phobia, Social;34286;11766940;[126];1;['PUBMED|18070059']
Prostaglandin Receptor;37934;455;[306, 375];1;['PUBMED|8150318']
Ion Channel;24204;455;[306, 324];1;['PUBMED|18545897']
Cytochrome P-450 CYP2D6;68774;530;[306, 333];1;['PUBMED|10759887']
Lithium;26172;530;[318, 384];1;['PUBMED|7252959']
Membrane Transport Proteins;819560;530;[306, 324];1;['PUBMED|16866716']
Adenine Nucleotides;2450;530;[300, 318, 324];2;['PUBMED|5653687', 'PUBMED|1931099']
nervous system disorder;30080;575;[123];2;['PUBMED|21927047', 'PUBMED|17618533']
Visual Cortex;46320;411;[60];2;['PUBMED|16356654', 'PUBMED|11160952']
Endothelial dysfunction;1171794;455;[123];2;['PUBMED|21344297', 'PUBMED|21359872']
Hemiparesis;20972;11766940;[123];1;['PUBMED|17697227']
Migraine with ischemic complication;397732;1417;[123];1;['UMLS2012AA|MRREL']
Ergot Alkaloids;16350;436;[291, 318, 324];1;['PUBMED|3094091']
Steroid hormone;332064;471;[294, 330];1;['PUBMED|15654614']
C-reactive protein;7868;530;[306, 339];1;['PUBMED|19608996']
Norepinephrine;30656;11766928;[291, 318, 327];1;['PUBMED|2706673']
FSHR gene;2063614;530;[72];1;['PUBMED|19093296']
Hereditary hemorrhagic telangiectasia;42950;455;[123];1;['PUBMED|18370340']
Tension Headache;36824;11766940;[123];14;['PUBMED|12022044', 'PUBMED|12808371', 'PUBMED|9061724', 'PUBMED|15701310', 'PUBMED|3069680', 'PUBMED|21929660', 'PUBMED|11264690', 'PUBMED|14737964', 'PUBMED|8219515', 'PUBMED|11091293', 'PUBMED|12011269', 'PUBMED|18545906', 'PUBMED|15606564', 'PUBMED|15509465']
ESR1 protein, human;2258512;530;[306, 375];1;['PUBMED|17609999']
Neurocysticercosis;397640;11766940;[123];1;['PUBMED|18090566']
phospholipase C activity;1603422;530;[114];1;['PUBMED|20937607']
Anemia, Sickle Cell;4054;475;[123];1;['PUBMED|16686906']
Monocyte Chemoattractant Protein-1;130536;530;[306, 339];1;['PUBMED|19175774']
Essential Tremor;296786;11766940;[123];1;['PUBMED|15955042']
Vegetable Proteins;45936;455;[306, 324];1;['PUBMED|10792367']
Vascular constriction (function);45902;467;[108];1;['PUBMED|11030214']
Autosomal dominant hereditary disorder;287560;575;[123];1;['UMLS2012AA|MRREL']
Endothelin;103850;530;[306, 324];3;['PUBMED|7954753', 'PUBMED|16618267', 'PUBMED|8358784']
GLUTATHIONE PEROXIDASE;19724;455;[306, 333];1;['PUBMED|15366402']
Major Depressive Disorder;1810054;471;[126];5;['PUBMED|19167091', 'PUBMED|16396663', 'PUBMED|16618265', 'PUBMED|22250605', 'PUBMED|18655858']
derivatives;265186;483;[288];2;['PUBMED|19566960', 'PUBMED|7281680']
