pituitary adenylate cyclase activating polypeptide;91268;11766870;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];1;['PUBMED|15960987']
Dementia;656986;11766940;['Mental Illnesses'];1;['PUBMED|20828765']
Pyrithioxin;37306;483;['Organic Chemicals', 'Pharmacologic Substance'];2;['PUBMED|5863958', 'PUBMED|5898384']
Neuropeptides;30232;530;['Amino Acid, Peptide, or Protein', 'Neuroreactive Substance or Biogenic Amine'];4;['PUBMED|8839612', 'PUBMED|7828188', 'PUBMED|1690601', 'PUBMED|16412148']
Chronic mixed headache syndrome;698622;577;['Diseases'];1;['UMLS2012AA|MRREL']
Acute anterior uveitis;942192;11766940;['Diseases'];1;['PUBMED|6984275']
Retinal Diseases;38474;11766940;['Diseases'];2;['PUBMED|1821204', 'PUBMED|11438888']
Insulin;23742;530;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Hormone'];2;['PUBMED|20851729', 'PUBMED|65562']
nociceptin;457718;451;['Amino Acid, Peptide, or Protein', 'Receptor'];1;['PUBMED|15773823']
Hereditary Diseases;21278;11766940;['Diseases'];4;['PUBMED|16796821', 'PUBMED|18826806', 'PUBMED|18207319', 'PUBMED|16193256']
Emotional distress;939894;11766940;['Mental Illnesses'];1;['PUBMED|16362712']
Menopause;27664;11766938;['Physiologic Function'];1;['PUBMED|12864755']
salmon calcitonin;95826;483;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Hormone'];1;['PUBMED|2560408']
Ischemic stroke;1299850;11766870;['Diseases'];4;['PUBMED|2760669', 'PUBMED|19415447', 'PUBMED|19470970', 'PUBMED|20496281']
Spinal Diseases;41374;11766940;['Diseases'];1;['PUBMED|17296914']
Antigens;4550;530;['Immunologic Factor'];1;['PUBMED|9952029']
Monoamine Oxidase;28760;455;['Amino Acid, Peptide, or Protein', 'Enzyme'];2;['PUBMED|852472', 'PUBMED|318025']
retinal migraine headache with intractable migraine;3686642;575;['Diseases'];1;['UMLS2012AA|MRREL']
Melatonin;27544;483;['Organic Chemicals', 'Pharmacologic Substance', 'Neuroreactive Substance or Biogenic Amine', 'Hormone'];6;['PUBMED|18090123', 'PUBMED|11578254', 'PUBMED|16696576', 'PUBMED|11723194', 'PUBMED|2714976', 'PUBMED|16298494']
Vascular Headaches;45874;1418;['Diseases'];1;['UMLS2012AA|MRREL']
Antibodies, Anticardiolipin;159510;530;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];1;['PUBMED|1860129']
sensory cortex;820518;411;['Body Part, Organ, or Organ Component'];1;['PUBMED|9549502']
Ranitidine;37724;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|6115613']
oculomotor;1197660;428;['Organ or Tissue Function'];4;['PUBMED|12352586', 'PUBMED|14504598', 'PUBMED|3654199', 'PUBMED|22174363']
Chromosomes, Human, Pair 19;10160;411;['Cell Component'];1;['PUBMED|12849426']
Abuse;1921524;455;['Mental Illnesses'];1;['PUBMED|8664427']
Pizotyline;34824;436;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|3986895']
Somatostatin;41050;530;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Hormone'];2;['PUBMED|15455406', 'PUBMED|2888182']
Verapamil;46022;436;['Organic Chemicals', 'Pharmacologic Substance'];3;['PUBMED|3549629', 'PUBMED|2039020', 'PUBMED|1970289']
Migranal;110436;436;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|305519']
Refractory migraine variants;2658900;575;['Diseases'];1;['UMLS2012AA|MRREL']
Melatonin;27544;530;['Organic Chemicals', 'Pharmacologic Substance', 'Neuroreactive Substance or Biogenic Amine', 'Hormone'];7;['PUBMED|11858532', 'PUBMED|15910564', 'PUBMED|3671492', 'PUBMED|21255910', 'PUBMED|7954739', 'PUBMED|3572435', 'PUBMED|6518501']
Pituitary Adenylate Cyclase Activating Polypeptide 38;1896914;455;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];3;['PUBMED|20173638', 'PUBMED|21122466', 'PUBMED|19052139']
Fructose;18616;483;['Carbohydrate', 'Pharmacologic Substance'];1;['PUBMED|20707765']
Superoxide Dismutase;42358;483;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];2;['PUBMED|8752392', 'PUBMED|14687011']
vanillin;102232;455;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|9082382']
Sleep Apnea Syndromes;40626;11766940;['Diseases'];2;['PUBMED|12716345', 'PUBMED|6713522']
neuropeptide Y;30228;530;['Amino Acid, Peptide, or Protein', 'Neuroreactive Substance or Biogenic Amine'];2;['PUBMED|10675658', 'PUBMED|8132438']
Nonesterified Fatty Acids;17468;530;['Lipid'];5;['PUBMED|10839648', 'PUBMED|65562', 'PUBMED|725245', 'PUBMED|4792166', 'PUBMED|1270245']
familial hemiplegic migraine headache with status migrainosus;3688032;577;['Diseases'];1;['UMLS2012AA|MRREL']
Oxidoreductase;32600;11766870;['Amino Acid, Peptide, or Protein', 'Enzyme'];1;['PUBMED|12654508']
Crohn Disease;12016;455;['Diseases'];1;['PUBMED|1858387']
Monoamine Oxidase;28760;530;['Amino Acid, Peptide, or Protein', 'Enzyme'];2;['PUBMED|6733780', 'PUBMED|3921257']
Ticlopidine;43728;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|17633574']
beta 2-Glycoprotein I;62380;11766912;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];1;['PUBMED|16960938']
Depressive disorder;13256;471;['Mental Illnesses'];1;['PUBMED|17578537']
Hereditary disorder of nervous system;1840596;577;['Diseases'];1;['UMLS2012AA|MRREL']
Carbamazepine;8274;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|4404482']
latanoprost;113034;471;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|11176999']
CA2 gene;2060522;471;['Gene or Genome'];1;['PUBMED|11357959']
Asthma;5372;475;['Diseases'];1;['PUBMED|4003223']
Vascular disorder of intestine;482234;577;['Diseases'];1;['UMLS2012AA|MRREL']
Baclofen;5834;483;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance'];1;['PUBMED|11252142']
Disease;14188;467;['Diseases'];1;['PUBMED|19455354']
Growth Hormone;41054;483;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Hormone'];2;['PUBMED|8313454', 'PUBMED|1525801']
chronic common migraine without aura;3686564;577;['Diseases'];1;['UMLS2012AA|MRREL']
Seloken;6536;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|6640652']
olcegepant;2269892;471;['Organic Chemicals'];1;['PUBMED|21383046']
Muscular headache;469180;11766940;['Diseases'];2;['PUBMED|2520383', 'PUBMED|670111']
Neuronal Hyperexcitability;1096398;471;['Organ or Tissue Function'];1;['PUBMED|17850538']
Glutamate;227832;11766928;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];2;['PUBMED|1683816', 'PUBMED|20470841']
FLUPIRTINE MALEATE;1037422;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|6389014']
Chronic pain;141572;455;['Diseases'];1;['PUBMED|20816264']
Valproic Acid;45796;436;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|17762318']
Monoamine Oxidase;28760;530;['Amino Acid, Peptide, or Protein', 'Enzyme'];5;['PUBMED|80603', 'PUBMED|6733780', 'PUBMED|318025', 'PUBMED|7055008', 'PUBMED|2371857']
Hereditary hemorrhagic telangiectasia;42950;467;['Diseases'];1;['UMLS2012AA|MRREL']
Cyproheptadine;12320;483;['Organic Chemicals', 'Pharmacologic Substance'];2;['PUBMED|9628088', 'PUBMED|184872']
Fibromyalgia;17822;475;['Diseases'];1;['PUBMED|21847547']
aspartic acid receptor;61038;530;['Amino Acid, Peptide, or Protein', 'Receptor'];1;['PUBMED|8835616']
Nociception;251562;471;['Organ or Tissue Function'];2;['PUBMED|16927962', 'PUBMED|22005686']
familial hemiplegic migraine headache;3688026;575;['Diseases'];1;['UMLS2012AA|MRREL']
Gastroparesis;143572;11766940;['Diseases'];2;['PUBMED|16412152', 'PUBMED|15922814']
Tyramine;45106;530;['Organic Chemicals', 'Pharmacologic Substance', 'Neuroreactive Substance or Biogenic Amine'];2;['PUBMED|171561', 'PUBMED|1084500']
S100A12 protein, human;463860;455;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];1;['PUBMED|15983761']
Foramen Ovale, Patent;18358;475;['Congenital Abnormality', 'Diseases'];1;['PUBMED|19331783']
Nociception;251562;530;['Organ or Tissue Function'];6;['PUBMED|22422891', 'PUBMED|17428300', 'PUBMED|8374941', 'PUBMED|8242727', 'PUBMED|8374940', 'PUBMED|1784500']
sporadic hemiplegic migraine headache with intractable migraine;3687728;575;['Diseases'];1;['UMLS2012AA|MRREL']
Respiration Disorders;38360;11766940;['Diseases'];1;['PUBMED|18644038']
Renal impairment;402824;455;['Diseases'];1;['PUBMED|9391792']
Progesterone;36234;530;['Steroid', 'Pharmacologic Substance', 'Hormone'];1;['PUBMED|1167631']
N,N-dimethylarginine;85154;530;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance'];1;['PUBMED|19282179']
Norepinephrine;30656;530;['Organic Chemicals', 'Pharmacologic Substance', 'Neuroreactive Substance or Biogenic Amine'];2;['PUBMED|8817538', 'PUBMED|16776698']
naratriptan;717704;459;['Organic Chemicals', 'Pharmacologic Substance'];3;['PUBMED|17635595', 'PUBMED|10961768', 'PUBMED|17578540']
OSLER-RENDU-WEBER SYNDROME 2;2677056;469;['Diseases'];1;['UMLS2012AA|MRREL']
Amphetamine;3774;530;['Organic Chemicals', 'Pharmacologic Substance', 'Neuroreactive Substance or Biogenic Amine'];2;['PUBMED|21112983', 'PUBMED|10505242']
Carteolol Hydrochloride;720876;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|18567128']
Migrainous infarction;1554132;11766940;['Diseases'];1;['PUBMED|15447701']
Episodic Cluster Headache;469186;575;['Diseases'];5;['PUBMED|22422891', 'PUBMED|21123629', 'PUBMED|17442761', 'PUBMED|15012663', 'PUBMED|3104492']
Endothelin;103850;451;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];1;['PUBMED|8964810']
Metabolic Detoxication, Drug;27822;530;['Organism Function'];1;['PUBMED|14984232']
Comatose;10998;455;['Diseases'];1;['PUBMED|18380388']
Nitric Oxide;30456;530;['Pharmacologic Substance', 'Biologically Active Substance', 'Inorganic Chemical'];1;['PUBMED|10961765']
Drug usage;264148;11766940;['Mental Illnesses'];1;['PUBMED|22345630']
Chenodeoxycholic Acid;9458;459;['Steroid', 'Pharmacologic Substance', 'Biologically Active Substance'];1;['PUBMED|7012791']
Sumatriptan Succinate;220922;618;['Organic Chemicals', 'Pharmacologic Substance'];1;['UMLS2012AA|MRREL']
Ischemic stroke;1299850;11766940;['Diseases'];8;['PUBMED|19289229', 'PUBMED|19689610', 'PUBMED|16950197', 'PUBMED|21894606', 'PUBMED|20425238', 'PUBMED|11139748', 'PUBMED|17690308', 'PUBMED|10997773']
Dihydroergotamine;13888;455;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|8664427']
Argipressin;5026;455;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Hormone'];1;['PUBMED|3359485']
gabapentin;74922;483;['Organic Chemicals', 'Pharmacologic Substance'];7;['PUBMED|11251695', 'PUBMED|10958046', 'PUBMED|11479399', 'PUBMED|15898970', 'PUBMED|9675627', 'PUBMED|20442572', 'PUBMED|18670248']
Vascular Headaches;45874;575;['Diseases'];1;['PUBMED|8286321']
Menarche;27612;530;['Organism Function'];3;['PUBMED|18990752', 'PUBMED|11072647', 'PUBMED|22367631']
Hemoglobinopathies;21042;471;['Diseases'];1;['PUBMED|6714275']
Adrenal Cortex Hormones;2678;483;['Steroid', 'Pharmacologic Substance', 'Hormone'];1;['PUBMED|15745623']
Lung;26408;411;['Body Part, Organ, or Organ Component'];1;['PUBMED|911148']
Prostaglandins;36454;530;['Eicosanoid', 'Pharmacologic Substance', 'Biologically Active Substance'];8;['PUBMED|1167642', 'PUBMED|6347393', 'PUBMED|7816789', 'PUBMED|4016946', 'PUBMED|17678972', 'PUBMED|3024845', 'PUBMED|89390', 'PUBMED|7816790']
receptor;820372;455;['Amino Acid, Peptide, or Protein', 'Receptor'];1;['PUBMED|17563839']
common migraine without aura with intractable migraine and status migrainosus;3686652;577;['Diseases'];1;['UMLS2012AA|MRREL']
Diplegia;228214;471;['Diseases'];1;['PUBMED|9152694']
Imitrex;966358;483;['Organic Chemicals', 'Pharmacologic Substance'];5;['PUBMED|8952287', 'PUBMED|15724687', 'PUBMED|15853537', 'PUBMED|8539258', 'PUBMED|8639069']
Autosomal dominant hereditary disorder;287560;577;['Diseases'];1;['UMLS2012AA|MRREL']
Divalproex Sodium;1219400;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|9008529']
HLA Antigens;21760;530;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];2;['PUBMED|447525', 'PUBMED|669946']
Disease;14188;455;['Diseases'];6;['PUBMED|20693230', 'PUBMED|19645919', 'PUBMED|10354752', 'PUBMED|3704426', 'PUBMED|16877080', 'PUBMED|10595288']
Disease;14188;11766938;['Diseases'];1;['PUBMED|11072645']
Naproxen sodium;727146;436;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|19486178']
Omega-3 Fatty Acids;17470;459;['Lipid', 'Pharmacologic Substance', 'Biologically Active Substance'];1;['PUBMED|11737007']
transduction;1621766;530;['Organism Function'];1;['PUBMED|2844694']
Epilepsy;16200;11766940;['Diseases'];5;['PUBMED|11359360', 'PUBMED|15244112', 'PUBMED|16374824', 'PUBMED|12373660', 'PUBMED|10933990']
sporadic hemiplegic migraine headache;3687726;577;['Diseases'];1;['UMLS2012AA|MRREL']
tyrosyl-arginyl-phenylalanyl-sarcosine;108538;530;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance'];1;['PUBMED|22267492']
Complex Partial Status Epilepticus;469176;11766940;['Diseases'];1;['PUBMED|18181032']
botulinum toxin type B;7342;483;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Immunologic Factor'];1;['PUBMED|12374073']
Drug abuse;14608;11766940;['Mental Illnesses'];1;['PUBMED|20813779']
Panic Disorder;32904;471;['Mental Illnesses'];1;['PUBMED|12967601']
Disease;14188;11766940;['Diseases'];13;['PUBMED|20673279', 'PUBMED|20876488', 'PUBMED|8742677', 'PUBMED|21278238', 'PUBMED|19838475', 'PUBMED|8191378', 'PUBMED|17348419', 'PUBMED|11758293', 'PUBMED|21409506', 'PUBMED|10976909', 'PUBMED|15167062', 'PUBMED|2186016', 'PUBMED|2712611']
Episodic Cluster Headache;469186;577;['Diseases'];1;['UMLS2012AA|MRREL']
Food Allergy;18278;471;['Diseases'];1;['PUBMED|3555176']
cyclooxygenase 2;462560;530;['Amino Acid, Peptide, or Protein', 'Enzyme'];1;['PUBMED|17678972']
glutathione S-transferase M1;1030178;11766882;['Amino Acid, Peptide, or Protein', 'Enzyme'];1;['PUBMED|10759887']
Cerebral Embolism;9172;11766940;['Diseases'];2;['PUBMED|10331688', 'PUBMED|10599818']
Aspartame;5268;471;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance'];1;['PUBMED|3277925']
dopamine D5 receptor;123838;455;['Amino Acid, Peptide, or Protein', 'Receptor'];1;['PUBMED|12047334']
zafirlukast;454820;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|10759916']
Oxidoreductase;32600;455;['Amino Acid, Peptide, or Protein', 'Enzyme'];2;['PUBMED|18957721', 'PUBMED|22193458']
Cerebral dysfunction syndrome;282676;455;['Diseases'];2;['PUBMED|9139407', 'PUBMED|11682164']
Pure Autonomic Failure;469484;11766940;['Diseases'];1;['PUBMED|14979884']
Anti-diuresis (finding);249226;11766940;['Diseases'];1;['PUBMED|1790568']
Diclofenac;13666;436;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|12131942']
Ions;24216;530;['Element, Ion, or Isotope'];1;['PUBMED|18676988']
TNF gene;1094878;11766870;['Gene or Genome'];1;['PUBMED|19253056']
Dihydroergotamine;13888;459;['Organic Chemicals', 'Pharmacologic Substance'];3;['PUBMED|3278960', 'PUBMED|5784248', 'PUBMED|3905548']
Valproic Acid;45796;459;['Organic Chemicals', 'Pharmacologic Substance'];7;['PUBMED|16628529', 'PUBMED|11903536', 'PUBMED|16417067', 'PUBMED|16688621', 'PUBMED|9137841', 'PUBMED|8386957', 'PUBMED|19557697']
Absence Epilepsy;16210;11766940;['Diseases'];1;['PUBMED|1790574']
Dysphasia;1343378;467;['Mental Illnesses'];1;['UMLS2012AA|MRREL']
Receptor Gene;1933928;530;['Gene or Genome'];1;['PUBMED|18455362']
Headache Disorders;469178;11766940;['Diseases'];4;['PUBMED|18973737', 'PUBMED|15891415', 'PUBMED|8036881', 'PUBMED|18457540']
Sibelium;40322;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|7031016']
Receptors, Histamine H3;77762;530;['Amino Acid, Peptide, or Protein', 'Receptor'];1;['PUBMED|21376262']
topiramate;100326;436;['Organic Chemicals', 'Pharmacologic Substance'];6;['PUBMED|18052949', 'PUBMED|20200812', 'PUBMED|19689164', 'PUBMED|17036556', 'PUBMED|22391675', 'PUBMED|22377815']
Acute disease of cardiovascular system;1850434;577;['Diseases'];1;['UMLS2012AA|MRREL']
ADRBK1 gene;1992150;530;['Gene or Genome'];6;['PUBMED|8448787', 'PUBMED|12636223', 'PUBMED|18184290', 'PUBMED|12804664', 'PUBMED|11673331', 'PUBMED|11304022']
Gelatinase B;162282;11766912;['Amino Acid, Peptide, or Protein', 'Enzyme'];1;['PUBMED|19627981']
Phenothiazines;34126;483;['Organic Chemicals', 'Pharmacologic Substance'];6;['PUBMED|20404368', 'PUBMED|15795718', 'PUBMED|11070658', 'PUBMED|18156535', 'PUBMED|19794512', 'PUBMED|19496829']
Vertiginous syndrome;297964;11766940;['Diseases'];1;['PUBMED|11796946']
Benadryl;940772;483;['Organic Chemicals', 'Pharmacologic Substance'];2;['PUBMED|18123681', 'PUBMED|14909468']
Ergot Alkaloids;16350;530;['Organic Chemicals', 'Pharmacologic Substance', 'Biologically Active Substance'];6;['PUBMED|9601617', 'PUBMED|1329294', 'PUBMED|10598799', 'PUBMED|1660351', 'PUBMED|6373100', 'PUBMED|19695648']
Vasalgin;319806;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|5478797']
Menopause;27664;471;['Physiologic Function'];1;['PUBMED|16953983']
Menthol;27708;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|17317030']
Cervical discopathy;1301070;11766940;['Diseases'];1;['PUBMED|714220']
Ion Transport;159488;471;['Cell Function'];1;['PUBMED|18676988']
Ergot preparation;336794;483;['Organic Chemicals', 'Pharmacologic Substance'];6;['PUBMED|13838235', 'PUBMED|3300918', 'PUBMED|1646289', 'PUBMED|835086', 'PUBMED|18731688', 'PUBMED|15428294']
secondary chronic cluster headache;3095274;575;['Diseases'];1;['UMLS2012AA|MRREL']
Dehydroepiandrosterone Sulfate;68872;483;['Steroid', 'Pharmacologic Substance', 'Biologically Active Substance'];1;['PUBMED|16575505']
Hypos;1175376;11766940;['Diseases'];1;['PUBMED|15265055']
Posterior fossa;1560128;411;['Body Part, Organ, or Organ Component'];1;['PUBMED|3736895']
Postural Orthostatic Tachycardia Syndrome;1868404;11766940;['Diseases'];1;['PUBMED|18392420']
topiramate;100326;11766884;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|14756858']
classic migraine with acute-onset aura with intractable migraine and status migrainosus;3686584;530;['Diseases'];1;['UMLS2012AA|MRREL']
Vascular Headaches;45874;575;['Diseases'];1;['PUBMED|673552']
Entire vestibule;1909430;411;['Body Part, Organ, or Organ Component'];19;['PUBMED|12453045', 'PUBMED|20641078', 'PUBMED|21520135', 'PUBMED|9065628', 'PUBMED|12712619', 'PUBMED|20692105', 'PUBMED|21142898', 'PUBMED|15021772', 'PUBMED|21799457', 'PUBMED|12846220', 'PUBMED|21649658', 'PUBMED|19583869', 'PUBMED|22037955', 'PUBMED|21694818', 'PUBMED|19252785', 'PUBMED|22259049', 'PUBMED|22113702', 'PUBMED|21704423', 'PUBMED|16614028']
Verapamil;46022;459;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|16356654']
Episodic Cluster Headache;469186;11766940;['Diseases'];2;['PUBMED|19779957', 'PUBMED|6616610']
Nortriptyline;30722;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|21704423']
Verapamil;46022;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|12525732']
Vitamin B Complex;46354;436;['Organic Chemicals', 'Pharmacologic Substance', 'Vitamin'];1;['PUBMED|15421904']
Cervicogenic Headache;586828;455;['Diseases'];1;['PUBMED|21465114']
Chronic Paroxysmal Hemicrania;469192;575;['Diseases'];6;['PUBMED|12027784', 'PUBMED|8751191', 'PUBMED|72800', 'PUBMED|10981295', 'PUBMED|14991339', 'PUBMED|12603650']
Saccades;39198;428;['Organ or Tissue Function'];1;['PUBMED|16686904']
retinal migraine headache with intractable migraine and status migrainosus;3686644;577;['Diseases'];1;['UMLS2012AA|MRREL']
biochemical mechanism;909220;530;['Molecular Function'];1;['PUBMED|9008505']
classic migraine with prolonged aura with intractable migraine and status migrainosus;3686596;530;['Diseases'];1;['UMLS2012AA|MRREL']
Zinc;47058;483;['Pharmacologic Substance', 'Biologically Active Substance', 'Element, Ion, or Isotope'];1;['PUBMED|17724283']
Endometriosis, site unspecified;15792;11766940;['Diseases'];1;['PUBMED|16618258']
Depacon;963878;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|11091297']
naratriptan;717704;436;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|10961768']
N,N-dimethylarginine;85154;483;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance'];3;['PUBMED|19282179', 'PUBMED|21344297', 'PUBMED|21359872']
Prolactin;36278;455;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Hormone'];2;['PUBMED|7585926', 'PUBMED|8313453']
Dopamine Receptor;37872;530;['Amino Acid, Peptide, or Protein', 'Receptor'];1;['PUBMED|10817442']
Silent migraine;5213692;1142;['Diseases'];1;['UMLS2012AA|MRREL']
Catecholamines;8756;530;['Organic Chemicals', 'Pharmacologic Substance', 'Neuroreactive Substance or Biogenic Amine'];2;['PUBMED|1661520', 'PUBMED|2706673']
Receptor, Endothelin A;226518;11766870;['Amino Acid, Peptide, or Protein', 'Receptor'];1;['PUBMED|16618267']
Acetylcholine;2096;483;['Organic Chemicals', 'Pharmacologic Substance', 'Neuroreactive Substance or Biogenic Amine'];1;['PUBMED|19528518']
High Density Lipoprotein Cholesterol;26120;530;['Lipid', 'Biologically Active Substance'];1;['PUBMED|17986270']
CREST Syndrome;220072;11766940;['Diseases'];1;['PUBMED|20130953']
Cells;8996;411;['Cell'];1;['PUBMED|12235360']
Pain Disorder;466512;575;['Mental Illnesses'];6;['PUBMED|20055254', 'PUBMED|11579658', 'PUBMED|16139660', 'PUBMED|16404629', 'PUBMED|16539864', 'PUBMED|18545901']
lomerizine;862156;436;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|10190151']
BUTTERBUR Extract;1282964;483;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|17659990']
Verapamil;46022;483;['Organic Chemicals', 'Pharmacologic Substance'];6;['PUBMED|1341620', 'PUBMED|20233249', 'PUBMED|10669185', 'PUBMED|3673084', 'PUBMED|2425960', 'PUBMED|6539877']
TEMPORAL PAIN;1016114;11766940;['Diseases'];1;['PUBMED|19262591']
Impaired insight;250888;11766940;['Mental Illnesses'];1;['PUBMED|16649093']
Cardiovascular Diseases;8550;11766940;['Diseases'];6;['PUBMED|19289229', 'PUBMED|20147658', 'PUBMED|19221299', 'PUBMED|17460157', 'PUBMED|17495626', 'PUBMED|21122149']
Sodium Chloride;40862;11766912;['Pharmacologic Substance', 'Biologically Active Substance', 'Inorganic Chemical'];1;['PUBMED|18794393']
Interleukin-10;109156;530;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];1;['PUBMED|19175774']
Visual impairment;46302;11766940;['Diseases'];1;['PUBMED|19039477']
Pizotyline;34824;483;['Organic Chemicals', 'Pharmacologic Substance'];10;['PUBMED|20553601', 'PUBMED|11807658', 'PUBMED|1573338', 'PUBMED|3510125', 'PUBMED|725252', 'PUBMED|340139', 'PUBMED|812667', 'PUBMED|7217961', 'PUBMED|2582093', 'PUBMED|184872']
transformed common migraine without aura with intractable migraine;3688860;575;['Diseases'];1;['UMLS2012AA|MRREL']
Blood Coagulation Disorders;7016;11766940;['Diseases'];2;['PUBMED|15549520', 'PUBMED|18279428']
Multiple Sclerosis;29086;11766940;['Diseases'];5;['PUBMED|19138330', 'PUBMED|21809259', 'PUBMED|17531846', 'PUBMED|17265016', 'PUBMED|20848239']
Tryptophan 5-monooxygenase;44850;530;['Amino Acid, Peptide, or Protein', 'Enzyme'];2;['PUBMED|17194593', 'PUBMED|16200390']
Anxiety Disorders;4726;11766940;['Mental Illnesses'];7;['PUBMED|17034402', 'PUBMED|14714121', 'PUBMED|12811611', 'PUBMED|18802664', 'PUBMED|12603289', 'PUBMED|17060541', 'PUBMED|12858133']
Vestibular Diseases;46088;11766940;['Diseases'];2;['PUBMED|12765917', 'PUBMED|9078929']
CNS disorder;9052;11766940;['Diseases'];1;['PUBMED|11200787']
Vasodilation;45908;467;['Physiologic Function'];2;['PUBMED|19499287', 'PUBMED|2701287']
Infarction, Posterior Cerebral Artery;1020868;455;['Diseases'];1;['PUBMED|9352455']
Hemiparesis;20972;11766940;['Diseases'];2;['PUBMED|21183743', 'PUBMED|12539047']
Sleep;40624;530;['Organism Function'];3;['PUBMED|4344333', 'PUBMED|16776702', 'PUBMED|19210514']
Cholelithiasis;9828;11766910;['Diseases'];1;['PUBMED|535706']
ATP1A2 gene;2059950;530;['Gene or Genome'];2;['PUBMED|18184292', 'PUBMED|15308625']
Dissociative Hysteria;22802;11766940;['Mental Illnesses'];1;['PUBMED|17172577']
Heart;20696;411;['Body Part, Organ, or Organ Component'];1;['PUBMED|16733978']
Embolism, Paradoxical;257114;471;['Diseases'];1;['PUBMED|15708692']
Ergotamine;16354;459;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|15680136']
Hemiparesis;20972;467;['Diseases'];1;['UMLS2012AA|MRREL']
Carrier Proteins;8638;530;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];1;['PUBMED|16732845']
Catecholamines;8756;455;['Organic Chemicals', 'Pharmacologic Substance', 'Neuroreactive Substance or Biogenic Amine'];1;['PUBMED|11597779']
Hydroxocobalamin;22384;530;['Organic Chemicals', 'Pharmacologic Substance', 'Vitamin'];1;['PUBMED|12230592']
Cranial third nerve paresis;2112668;463;['Diseases'];1;['PUBMED|14738955']
Seglor;13450;459;['Organic Chemicals', 'Pharmacologic Substance'];1;['PUBMED|15581385']
Confusion;11338;11766940;['Mental Illnesses'];1;['PUBMED|4016919']
Glutamate;227832;530;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];6;['PUBMED|17578532', 'PUBMED|7641248', 'PUBMED|17691981', 'PUBMED|17611164', 'PUBMED|21448238', 'PUBMED|15315529']
serotonin metabolic process;1611210;530;['Molecular Function'];1;['PUBMED|6589980']
classic migraine with typical aura with intractable migraine and status migrainosus;3686604;530;['Diseases'];1;['UMLS2012AA|MRREL']
Chronic disease;10188;11766940;['Diseases'];1;['PUBMED|19411439']
